,date,mp_10yr
19801,2006-11-08,0.0727834338416391
19802,2006-11-09,0.07032886792400483
19803,2006-11-10,0.06835160675997298
19804,2006-11-13,0.06809264834675188
19805,2006-11-14,0.06840203461956373
19806,2006-11-15,0.06855177724637485
19807,2006-11-16,0.06939398465905589
19808,2006-11-17,0.06922004230338996
19809,2006-11-20,0.06813728619322545
19810,2006-11-21,0.06802668634564935
19811,2006-11-22,0.06851422718337652
19812,2006-11-24,0.06687071283997326
19813,2006-11-27,0.06440665936297352
19814,2006-11-28,0.06518651306099632
19815,2006-11-29,0.06536399063469878
19816,2006-11-30,0.06378165241236311
19817,2006-12-01,0.06356825674004307
19818,2006-12-04,0.06513352316220189
19819,2006-12-05,0.06533822846270265
19820,2006-12-06,0.06523224061000299
19821,2006-12-07,0.06631165190551225
19822,2006-12-08,0.06725120205076318
19823,2006-12-11,0.06775456319565887
19824,2006-12-12,0.06858896515294433
19825,2006-12-13,0.06664889561210785
19826,2006-12-14,0.06845312030477735
19827,2006-12-15,0.07004061074131429
19828,2006-12-18,0.07193591871996308
19829,2006-12-19,0.07241463222766686
19830,2006-12-20,0.07383124537240349
19831,2006-12-21,0.07217295008970037
19832,2006-12-22,0.07017629564415917
19833,2006-12-26,0.06784391874429785
19834,2006-12-27,0.06828706218881431
19835,2006-12-28,0.06846423723370099
19836,2006-12-29,0.06691871476363742
19837,2007-01-03,0.06574872957997413
19838,2007-01-04,0.06574023334986423
19839,2007-01-05,0.06540078622350487
19840,2007-01-08,0.06843080604155771
19841,2007-01-09,0.06912710847604187
19842,2007-01-10,0.06711132475245352
19843,2007-01-11,0.06816698669956911
19844,2007-01-12,0.06776021306574376
19845,2007-01-16,0.06887363553404446
19846,2007-01-17,0.06740123664532849
19847,2007-01-18,0.06598765466287837
19848,2007-01-19,0.06642960270176701
19849,2007-01-22,0.06371368316878478
19850,2007-01-23,0.06458915926197317
19851,2007-01-24,0.06538461991508826
19852,2007-01-25,0.06236027331965999
19853,2007-01-26,0.06206633992573907
19854,2007-01-29,0.06070332022253799
19855,2007-01-30,0.06089807090657495
19856,2007-01-31,0.0636055464717904
19857,2007-02-01,0.06582704033824749
19858,2007-02-02,0.06719119382910477
19859,2007-02-05,0.06704181909788853
19860,2007-02-06,0.06563973772908716
19861,2007-02-07,0.06352581314186279
19862,2007-02-08,0.06295349236257852
19863,2007-02-09,0.061753136442615375
19864,2007-02-12,0.06075765530971999
19865,2007-02-13,0.06406696897107977
19866,2007-02-14,0.06487493876715922
19867,2007-02-15,0.06317624222716955
19868,2007-02-16,0.06384758900523058
19869,2007-02-20,0.06346986441257241
19870,2007-02-21,0.06068646805585365
19871,2007-02-22,0.058824699581089046
19872,2007-02-23,0.05890912618385902
19873,2007-02-26,0.05723675433534581
19874,2007-02-27,0.0526427426286773
19875,2007-02-28,0.05531194137006645
19876,2007-03-01,0.05511305697566016
19877,2007-03-02,0.05175572719518473
19878,2007-03-05,0.04999680815970109
19879,2007-03-06,0.05354942403614893
19880,2007-03-07,0.0551853407685996
19881,2007-03-08,0.0570944687839956
19882,2007-03-09,0.056332363801327556
19883,2007-03-12,0.05758482808457832
19884,2007-03-13,0.05234354637803307
19885,2007-03-14,0.05401946595677343
19886,2007-03-15,0.053359768578186584
19887,2007-03-16,0.05113622211718605
19888,2007-03-19,0.05323196468191127
19889,2007-03-20,0.0555345865127137
19890,2007-03-21,0.060956476565639184
19891,2007-03-22,0.0602037930240098
19892,2007-03-23,0.059883256879499136
19893,2007-03-26,0.06120274747748078
19894,2007-03-27,0.061012469550666415
19895,2007-03-28,0.06040184681074812
19896,2007-03-29,0.060694752309491395
19897,2007-03-30,0.059188368260677304
19898,2007-04-02,0.05993844618758848
19899,2007-04-03,0.06108383083487445
19900,2007-04-04,0.06448946126727018
19901,2007-04-05,0.06830345130326299
19902,2007-04-09,0.06787659219267606
19903,2007-04-10,0.07022080097178884
19904,2007-04-11,0.06915615736246283
19905,2007-04-12,0.06855000346231455
19906,2007-04-13,0.06822305471413626
19907,2007-04-16,0.06905866932307325
19908,2007-04-17,0.07050414474084832
19909,2007-04-18,0.07106927382350725
19910,2007-04-19,0.07511913939994774
19911,2007-04-20,0.07527458805308673
19912,2007-04-23,0.07261504702008725
19913,2007-04-24,0.07074582361522097
19914,2007-04-25,0.07267403633216962
19915,2007-04-26,0.07161800869242474
19916,2007-04-27,0.07280580269503112
19917,2007-04-30,0.06868454948486913
19918,2007-05-01,0.06929191276279179
19919,2007-05-02,0.07079069870557841
19920,2007-05-03,0.07263430179653674
19921,2007-05-04,0.0714316321674684
19922,2007-05-07,0.06760590360520502
19923,2007-05-08,0.06601051134232083
19924,2007-05-09,0.06705769204022527
19925,2007-05-10,0.06212587778270118
19926,2007-05-11,0.06034111290928079
19927,2007-05-14,0.06054138698763434
19928,2007-05-15,0.06260328962007833
19929,2007-05-16,0.06306312984022533
19930,2007-05-17,0.06208161531041223
19931,2007-05-18,0.060705042538105713
19932,2007-05-21,0.061781023240417454
19933,2007-05-22,0.06115302103377096
19934,2007-05-23,0.05990245624010382
19935,2007-05-24,0.060632669948972095
19936,2007-05-25,0.060826285479582465
19937,2007-05-29,0.05952916216011661
19938,2007-05-30,0.06118424582170867
19939,2007-05-31,0.06190695359656506
19940,2007-06-01,0.06039648853514601
19941,2007-06-04,0.06020065321735135
19942,2007-06-05,0.059837619032186984
19943,2007-06-06,0.05905065275207688
19944,2007-06-07,0.05560456530524216
19945,2007-06-08,0.057689326665377516
19946,2007-06-11,0.057994410865887636
19947,2007-06-12,0.057329608555148015
19948,2007-06-13,0.05904938565394979
19949,2007-06-14,0.057137010820796696
19950,2007-06-15,0.05726039876465161
19951,2007-06-18,0.0566545019798419
19952,2007-06-19,0.05615748045028446
19953,2007-06-20,0.05164211425023635
19954,2007-06-21,0.05089098569642725
19955,2007-06-22,0.048821524961085716
19956,2007-06-25,0.04824455456837917
19957,2007-06-26,0.048661277971765005
19958,2007-06-27,0.048502590811170476
19959,2007-06-28,0.04831751886248181
19960,2007-06-29,0.05147495273732461
19961,2007-07-02,0.050032080471864804
19962,2007-07-03,0.051823485222261434
19963,2007-07-05,0.0527852028214324
19964,2007-07-06,0.05266285609066035
19965,2007-07-09,0.05317301523661344
19966,2007-07-10,0.04999928407349996
19967,2007-07-11,0.04865158561117289
19968,2007-07-12,0.04938029757497553
19969,2007-07-13,0.05063468088444756
19970,2007-07-16,0.049250997842858135
19971,2007-07-17,0.05109195355746632
19972,2007-07-18,0.0497318097658781
19973,2007-07-19,0.04992876948988667
19974,2007-07-20,0.04779074110585757
19975,2007-07-23,0.047310337163616545
19976,2007-07-24,0.042542996547952905
19977,2007-07-25,0.04405134960394075
19978,2007-07-26,0.04317002535490744
19979,2007-07-27,0.04114556507303746
19980,2007-07-30,0.03921845569286497
19981,2007-07-31,0.036901884545013086
19982,2007-08-01,0.03739145936171773
19983,2007-08-02,0.03828956849694065
19984,2007-08-03,0.03467438955191571
19985,2007-08-06,0.03736389643505733
19986,2007-08-07,0.03669659133916947
19987,2007-08-08,0.03849392997514367
19988,2007-08-09,0.03517290862009337
19989,2007-08-10,0.03473256339699504
19990,2007-08-13,0.03433498321138306
19991,2007-08-14,0.030375221271733865
19992,2007-08-15,0.029721719303414496
19993,2007-08-16,0.0329816370508591
19994,2007-08-17,0.036110124326915294
19995,2007-08-20,0.03775068241504931
19996,2007-08-21,0.03864887855459154
19997,2007-08-22,0.03996596281591924
19998,2007-08-23,0.043716476435241125
19999,2007-08-24,0.0435032086718774
20000,2007-08-27,0.03998788924942587
20001,2007-08-28,0.03430125450318244
20002,2007-08-29,0.03988340301974791
20003,2007-08-30,0.03950265234489869
20004,2007-08-31,0.04174770061415134
20005,2007-09-04,0.04450589446889741
20006,2007-09-05,0.04265963092135627
20007,2007-09-06,0.044966364201098896
20008,2007-09-07,0.043117048176535944
20009,2007-09-10,0.03822112822951462
20010,2007-09-11,0.04023348239392455
20011,2007-09-12,0.03975806879300969
20012,2007-09-13,0.041327538484820625
20013,2007-09-14,0.041015102684797355
20014,2007-09-17,0.03985798814697805
20015,2007-09-18,0.046638078815761874
20016,2007-09-19,0.048630755738405806
20017,2007-09-20,0.04573602988172709
20018,2007-09-21,0.04711964838248717
20019,2007-09-24,0.04207543212182574
20020,2007-09-25,0.042451157868884204
20021,2007-09-26,0.04258734653880758
20022,2007-09-27,0.04267007717950033
20023,2007-09-28,0.04143867207703722
20024,2007-10-01,0.04400934551512048
20025,2007-10-02,0.045163798473840444
20026,2007-10-03,0.04553839559813477
20027,2007-10-04,0.04468883156641312
20028,2007-10-05,0.04484613659684733
20029,2007-10-08,0.045331994588106106
20030,2007-10-09,0.045264452652937326
20031,2007-10-10,0.04421167555454519
20032,2007-10-11,0.042719131136534694
20033,2007-10-12,0.04224456095559015
20034,2007-10-15,0.03937090634662144
20035,2007-10-16,0.03980845244716269
20036,2007-10-17,0.0405779444435761
20037,2007-10-18,0.04103580779318272
20038,2007-10-19,0.037012974260103526
20039,2007-10-22,0.03725127129840167
20040,2007-10-23,0.03928765401086887
20041,2007-10-24,0.040558812478630024
20042,2007-10-25,0.04216850365287761
20043,2007-10-26,0.04242518689623309
20044,2007-10-29,0.0403601986644726
20045,2007-10-30,0.03997977925947027
20046,2007-10-31,0.04457024709195756
20047,2007-11-01,0.04201914840972698
20048,2007-11-02,0.052557039527487914
20049,2007-11-05,0.04404210269009301
20050,2007-11-06,0.04631066980741627
20051,2007-11-07,0.044416987451322276
20052,2007-11-08,0.04250351509560746
20053,2007-11-09,0.036349330562062576
20054,2007-11-12,0.03457627429478327
20055,2007-11-13,0.03863228679709385
20056,2007-11-14,0.03833115579733315
20057,2007-11-15,0.0380383491614007
20058,2007-11-16,0.03986787567372563
20059,2007-11-19,0.03681710496437596
20060,2007-11-20,0.04040103380067128
20061,2007-11-21,0.03623750366084155
20062,2007-11-23,0.036866158177949915
20063,2007-11-26,0.030516124177234927
20064,2007-11-27,0.03401496055779729
20065,2007-11-28,0.037289418952375364
20066,2007-11-29,0.035082282077680604
20067,2007-11-30,0.035612248558030135
20068,2007-12-03,0.03729824696783601
20069,2007-12-04,0.035668933582106765
20070,2007-12-05,0.03783073883255583
20071,2007-12-06,0.039508871131275214
20072,2007-12-07,0.03620625571217473
20073,2007-12-10,0.03782226691339163
20074,2007-12-11,0.03325862801980861
20075,2007-12-12,0.0347392908983033
20076,2007-12-13,0.03328949218816968
20077,2007-12-14,0.03146195635197535
20078,2007-12-17,0.030232845622261584
20079,2007-12-18,0.032099410663737116
20080,2007-12-19,0.03419896887163287
20081,2007-12-20,0.03518849302798466
20082,2007-12-21,0.036127583438664734
20083,2007-12-24,0.036627452228918056
20084,2007-12-26,0.03714871589280033
20085,2007-12-27,0.03660858664389188
20086,2007-12-28,0.038186495654384034
20087,2007-12-31,0.03607153964747134
20088,2008-01-02,0.03621552464118749
20089,2008-01-03,0.03726156667750313
20090,2008-01-04,0.032994558828526976
20091,2008-01-07,0.030798759725594982
20092,2008-01-08,0.025352414256694766
20093,2008-01-09,0.02745832809845239
20094,2008-01-10,0.027950652075097615
20095,2008-01-11,0.02563560809037546
20096,2008-01-14,0.02886657540707427
20097,2008-01-15,0.02557188720120318
20098,2008-01-16,0.025979669712261177
20099,2008-01-17,0.026080883464011606
20100,2008-01-18,0.023357028626471266
20101,2008-01-22,0.019699580989960497
20102,2008-01-23,0.021982333537353682
20103,2008-01-24,0.024605474706142383
20104,2008-01-25,0.02059173157337013
20105,2008-01-28,0.020574619713881637
20106,2008-01-29,0.022680178195745748
20107,2008-01-30,0.02317643927789015
20108,2008-01-31,0.026522262439713895
20109,2008-02-01,0.02846364544551583
20110,2008-02-04,0.025052942566639702
20111,2008-02-05,0.019048235378357203
20112,2008-02-06,0.01673383664047501
20113,2008-02-07,0.018696090686701528
20114,2008-02-08,0.014944230183434382
20115,2008-02-11,0.015136085810931732
20116,2008-02-12,0.016093867839952702
20117,2008-02-13,0.01861072410556308
20118,2008-02-14,0.015345219998022852
20119,2008-02-15,0.015738912691259488
20120,2008-02-19,0.014424789223512091
20121,2008-02-20,0.015527252680408665
20122,2008-02-21,0.013062706743218522
20123,2008-02-22,0.014821315832507675
20124,2008-02-25,0.016488762413928493
20125,2008-02-26,0.01618631808261073
20126,2008-02-27,0.016613576312893175
20127,2008-02-28,0.014470719442423619
20128,2008-02-29,0.009962631630222596
20129,2008-03-03,0.011126964588112687
20130,2008-03-04,0.008888533462716453
20131,2008-03-05,0.008863058192481565
20132,2008-03-06,0.005575889454602745
20133,2008-03-07,0.004592168031728239
20134,2008-03-10,0.0017592760416504927
20135,2008-03-11,0.007824799994805787
20136,2008-03-12,0.00823643465939905
20137,2008-03-13,0.006088553771726568
20138,2008-03-14,0.0035428713735614625
20139,2008-03-17,0.0006088322836812488
20140,2008-03-18,0.006209153784611621
20141,2008-03-19,0.0024917756262099466
20142,2008-03-20,0.006166097499903156
20143,2008-03-24,0.006958581309890466
20144,2008-03-25,0.007148291277491836
20145,2008-03-26,0.005200086339208987
20146,2008-03-27,0.0029810851090967816
20147,2008-03-28,0.0005863026029953033
20148,2008-03-31,0.0019004175238088727
20149,2008-04-01,0.0057937449902938365
20150,2008-04-02,0.006016721117777513
20151,2008-04-03,0.0063704391231416135
20152,2008-04-04,0.007211144572311756
20153,2008-04-07,0.007698694410149143
20154,2008-04-08,0.005882843692862627
20155,2008-04-09,0.0038770678584099105
20156,2008-04-10,0.002989282045183339
20157,2008-04-11,-0.00029662914129013895
20158,2008-04-14,-0.0005989365539684766
20159,2008-04-15,0.0016138121797515392
20160,2008-04-16,0.0059654757687552795
20161,2008-04-17,0.004881326373603612
20162,2008-04-18,0.007671148697731667
20163,2008-04-21,0.006665392871749942
20164,2008-04-22,0.004933295806503146
20165,2008-04-23,0.006824537243723894
20166,2008-04-24,0.00586728535004033
20167,2008-04-25,0.006710643034691932
20168,2008-04-28,0.006183050314224614
20169,2008-04-29,0.0051337857376450025
20170,2008-04-30,0.006003035472563312
20171,2008-05-01,0.010046238261191665
20172,2008-05-02,0.013363029494519285
20173,2008-05-05,0.012908516934046821
20174,2008-05-06,0.012762971129915979
20175,2008-05-07,0.007840017189753024
20176,2008-05-08,0.007178875771346016
20177,2008-05-09,0.0060766522680932855
20178,2008-05-12,0.008556332051379512
20179,2008-05-13,0.009904035219580276
20180,2008-05-14,0.011803974567986542
20181,2008-05-15,0.011633092010147283
20182,2008-05-16,0.012032297995013375
20183,2008-05-19,0.01097011846649143
20184,2008-05-20,0.009228423615258885
20185,2008-05-21,0.007096261568779516
20186,2008-05-22,0.008624612843324275
20187,2008-05-23,0.007096858174209686
20188,2008-05-27,0.007625064751014765
20189,2008-05-28,0.006966281751510595
20190,2008-05-29,0.008338868723331894
20191,2008-05-30,0.009124509177744322
20192,2008-06-02,0.009772090630040475
20193,2008-06-03,0.009182626075934008
20194,2008-06-04,0.008434051297863343
20195,2008-06-05,0.0122084333836332
20196,2008-06-06,0.0076846602169518
20197,2008-06-09,0.007516902691930172
20198,2008-06-10,0.008577973546161743
20199,2008-06-11,0.004501837555452859
20200,2008-06-12,0.002468172567843041
20201,2008-06-13,0.004428277217452425
20202,2008-06-16,0.004105334414439055
20203,2008-06-17,0.003933688136475766
20204,2008-06-18,0.004851858503399642
20205,2008-06-19,0.0048475520850408405
20206,2008-06-20,0.005056208765527037
20207,2008-06-23,0.0036509125250052676
20208,2008-06-24,0.0006531172272559171
20209,2008-06-25,0.0016133117269667707
20210,2008-06-26,-0.0018747596959187707
20211,2008-06-27,-0.0027321678593460463
20212,2008-06-30,-0.004662959512217069
20213,2008-07-01,-0.005816334040879556
20214,2008-07-02,-0.007960491220940336
20215,2008-07-03,-0.008284785429254038
20216,2008-07-07,-0.01014090173999449
20217,2008-07-08,-0.007084476983174937
20218,2008-07-09,-0.01219822026444195
20219,2008-07-10,-0.010914974835072422
20220,2008-07-11,-0.013847048546851592
20221,2008-07-14,-0.014790904929851245
20222,2008-07-15,-0.017774827843014096
20223,2008-07-16,-0.013228967143389725
20224,2008-07-17,-0.012207584618722178
20225,2008-07-18,-0.012256642235225601
20226,2008-07-21,-0.013838157537572449
20227,2008-07-22,-0.011556585226865868
20228,2008-07-23,-0.012077566065900158
20229,2008-07-24,-0.015697796957709897
20230,2008-07-25,-0.014769131338634889
20231,2008-07-28,-0.015113748056119869
20232,2008-07-29,-0.011638811818497907
20233,2008-07-30,-0.006229461909710188
20234,2008-07-31,-0.008236149928695036
20235,2008-08-01,-0.009833682877383954
20236,2008-08-04,-0.008973090170872555
20237,2008-08-05,-0.004183087392354179
20238,2008-08-06,-0.0059544168319313195
20239,2008-08-07,-0.005712557085943426
20240,2008-08-08,-0.001183544219437338
20241,2008-08-11,0.005104290238321152
20242,2008-08-12,0.002110634235441111
20243,2008-08-13,0.0006083099743710019
20244,2008-08-14,0.001453174067902241
20245,2008-08-15,0.002905865236399352
20246,2008-08-18,0.002632132762453887
20247,2008-08-19,-0.0007648686572541141
20248,2008-08-20,0.0013974367855953407
20249,2008-08-21,0.0034224751449838386
20250,2008-08-22,0.002229664708393031
20251,2008-08-25,-0.002933819185554243
20252,2008-08-26,-0.001968975883044899
20253,2008-08-27,5.771258529740919e-05
20254,2008-08-28,0.0036085683798330326
20255,2008-08-29,0.0007105502720128332
20256,2008-09-02,-0.0004904553595582728
20257,2008-09-03,0.00038132399301260556
20258,2008-09-04,0.0016249543132025313
20259,2008-09-05,0.004440405166920902
20260,2008-09-08,0.017420993089850123
20261,2008-09-09,0.006776041602757132
20262,2008-09-10,0.008250084799952484
20263,2008-09-11,0.011505328793396608
20264,2008-09-12,0.013087725287026952
20265,2008-09-15,-0.0011740292368439542
20266,2008-09-16,0.0038350765158057243
20267,2008-09-17,0.0007659694979686993
20268,2008-09-18,0.002802913138423291
20269,2008-09-19,0.005702143438592877
20270,2008-09-22,-0.0009497412951582351
20271,2008-09-23,-0.004272316192744374
20272,2008-09-24,-0.0008592462350920371
20273,2008-09-25,0.0018374278726724924
20274,2008-09-26,0.00180946324836051
20275,2008-09-29,-0.011669838512565311
20276,2008-09-30,-0.008958501451972856
20277,2008-10-01,-0.0064350102667263265
20278,2008-10-02,-0.01246925298545376
20279,2008-10-03,-0.014911893061537174
20280,2008-10-06,-0.02041175850301913
20281,2008-10-07,-0.024193090465898903
20282,2008-10-08,-0.02152009339518346
20283,2008-10-09,-0.03454187041563106
20284,2008-10-10,-0.03421256446410759
20285,2008-10-13,-0.017288800073361643
20286,2008-10-14,-0.01601890015759444
20287,2008-10-15,-0.027166688821433138
20288,2008-10-16,-0.024822867082694877
20289,2008-10-17,-0.027592358469560097
20290,2008-10-20,-0.02042311831146959
20291,2008-10-21,-0.026290579738871278
20292,2008-10-22,-0.04065934218263678
20293,2008-10-23,-0.04007287885076416
20294,2008-10-24,-0.04562618043609168
20295,2008-10-27,-0.05019188977272959
20296,2008-10-28,-0.03600205159155234
20297,2008-10-29,-0.038647356034002045
20298,2008-10-30,-0.0340190838850043
20299,2008-10-31,-0.032067319201160904
20300,2008-11-03,-0.03148945932383651
20301,2008-11-04,-0.026089439739864773
20302,2008-11-05,-0.035808606800391884
20303,2008-11-06,-0.04440944614586517
20304,2008-11-07,-0.04202195777192508
20305,2008-11-10,-0.04366214208710839
20306,2008-11-11,-0.04766425677876984
20307,2008-11-12,-0.0566336391611616
20308,2008-11-13,-0.047979519240978874
20309,2008-11-14,-0.05239413864701592
20310,2008-11-17,-0.05567667960534406
20311,2008-11-18,-0.053425083601437606
20312,2008-11-19,-0.061357204730709825
20313,2008-11-20,-0.07138848860841096
20314,2008-11-21,-0.0640452149306645
20315,2008-11-24,-0.05562481267292729
20316,2008-11-25,-0.055329029066209734
20317,2008-11-26,-0.05143942720946104
20318,2008-11-28,-0.05139936378567633
20319,2008-12-01,-0.0664415328653929
20320,2008-12-02,-0.060406024006434134
20321,2008-12-03,-0.05731027184317283
20322,2008-12-04,-0.061909222990168544
20323,2008-12-05,-0.05362120912013879
20324,2008-12-08,-0.049699664352688244
20325,2008-12-09,-0.052382840688619425
20326,2008-12-10,-0.048243589566396294
20327,2008-12-11,-0.05531515203774651
20328,2008-12-12,-0.05560460439581594
20329,2008-12-15,-0.05658836668883216
20330,2008-12-16,-0.049765497854480034
20331,2008-12-17,-0.048913944241724794
20332,2008-12-18,-0.05197159604682844
20333,2008-12-19,-0.04856482526211814
20334,2008-12-22,-0.05366253482841765
20335,2008-12-23,-0.054865701203061557
20336,2008-12-24,-0.056175714127484344
20337,2008-12-26,-0.056352897031928695
20338,2008-12-29,-0.058560572403109856
20339,2008-12-30,-0.05528580134507155
20340,2008-12-31,-0.05616377697282693
20341,2009-01-02,-0.05155499962961119
20342,2009-01-05,-0.05208550236089449
20343,2009-01-06,-0.052817127919967066
20344,2009-01-07,-0.05581505360444694
20345,2009-01-08,-0.05502704388455093
20346,2009-01-09,-0.05778738468700739
20347,2009-01-12,-0.06268243789295391
20348,2009-01-13,-0.06542028779896525
20349,2009-01-14,-0.06963747469104087
20350,2009-01-15,-0.07000160723330495
20351,2009-01-16,-0.06777010969146535
20352,2009-01-20,-0.07226246036954287
20353,2009-01-21,-0.06581527792165032
20354,2009-01-22,-0.06540644144481189
20355,2009-01-23,-0.06811898827185114
20356,2009-01-26,-0.06829267577355269
20357,2009-01-27,-0.06728987617402737
20358,2009-01-28,-0.060397073168492854
20359,2009-01-29,-0.06377462543496226
20360,2009-01-30,-0.06780409861752756
20361,2009-02-02,-0.0698555229877561
20362,2009-02-03,-0.06670886491629369
20363,2009-02-04,-0.07010538773323127
20364,2009-02-05,-0.06939540223897023
20365,2009-02-06,-0.06503539431951777
20366,2009-02-09,-0.06363735024340589
20367,2009-02-10,-0.07132794724613101
20368,2009-02-11,-0.06773269502750878
20369,2009-02-12,-0.06648935596920535
20370,2009-02-13,-0.06829215640950803
20371,2009-02-17,-0.07141355618820011
20372,2009-02-18,-0.07233640271996378
20373,2009-02-19,-0.07726398533441037
20374,2009-02-20,-0.07621622057606414
20375,2009-02-23,-0.08209444990331405
20376,2009-02-24,-0.07479839897892637
20377,2009-02-25,-0.0776493395982798
20378,2009-02-26,-0.07994052192401357
20379,2009-02-27,-0.08657447961258213
20380,2009-03-02,-0.09260034831167152
20381,2009-03-03,-0.09158061828869046
20382,2009-03-04,-0.08754085242186493
20383,2009-03-05,-0.0924162328772481
20384,2009-03-06,-0.09200347602916226
20385,2009-03-09,-0.09216528991727246
20386,2009-03-10,-0.08396896993838276
20387,2009-03-11,-0.08566761861599548
20388,2009-03-12,-0.0833103487219593
20389,2009-03-13,-0.08301587012993739
20390,2009-03-16,-0.08316104989537143
20391,2009-03-17,-0.0795889653318792
20392,2009-03-18,-0.07790675066411645
20393,2009-03-19,-0.07929873509010232
20394,2009-03-20,-0.08321014123337833
20395,2009-03-23,-0.07365073056216676
20396,2009-03-24,-0.07548648344814846
20397,2009-03-25,-0.07610715201967266
20398,2009-03-26,-0.07119532970773246
20399,2009-03-27,-0.07366663184462463
20400,2009-03-30,-0.07470794466020458
20401,2009-03-31,-0.07360952952746769
20402,2009-04-01,-0.07362865824757336
20403,2009-04-02,-0.06899097484268546
20404,2009-04-03,-0.07053191091916411
20405,2009-04-06,-0.07066284140098389
20406,2009-04-07,-0.07236162716336869
20407,2009-04-08,-0.07152270754306178
20408,2009-04-09,-0.06922730775551678
20409,2009-04-13,-0.06853285559038136
20410,2009-04-14,-0.07213201448344464
20411,2009-04-15,-0.07215361538766929
20412,2009-04-16,-0.07047762649085032
20413,2009-04-17,-0.07081216918119149
20414,2009-04-20,-0.07566372325927107
20415,2009-04-21,-0.07066058600575542
20416,2009-04-22,-0.07110527563930791
20417,2009-04-23,-0.0693538630101822
20418,2009-04-24,-0.06403376552162321
20419,2009-04-27,-0.0671255395719127
20420,2009-04-28,-0.07056540051223903
20421,2009-04-29,-0.06992013696598598
20422,2009-04-30,-0.06982989705065279
20423,2009-05-01,-0.06939517337868795
20424,2009-05-04,-0.06506851260256852
20425,2009-05-05,-0.06437574738495466
20426,2009-05-06,-0.06117618903976518
20427,2009-05-07,-0.06217196725000662
20428,2009-05-08,-0.0608570497716624
20429,2009-05-11,-0.061487668968075226
20430,2009-05-12,-0.06315887181558577
20431,2009-05-13,-0.06524641315074242
20432,2009-05-14,-0.06513809815585847
20433,2009-05-15,-0.06618652305950234
20434,2009-05-18,-0.06359416258400596
20435,2009-05-19,-0.06464570287028981
20436,2009-05-20,-0.06567109737933552
20437,2009-05-21,-0.06497053408622
20438,2009-05-22,-0.06532135775192005
20439,2009-05-26,-0.06110371921211033
20440,2009-05-27,-0.06476675665343434
20441,2009-05-28,-0.062106653445150095
20442,2009-05-29,-0.05936851831721068
20443,2009-06-01,-0.053386920903127466
20444,2009-06-02,-0.05075291748536448
20445,2009-06-03,-0.05479000114977772
20446,2009-06-04,-0.05073522085643423
20447,2009-06-05,-0.053246728815306676
20448,2009-06-08,-0.05256183976286011
20449,2009-06-09,-0.05211455291936318
20450,2009-06-10,-0.053068860939491924
20451,2009-06-11,-0.05518116662360539
20452,2009-06-12,-0.05566308266504105
20453,2009-06-15,-0.05712673779818933
20454,2009-06-16,-0.05897363402218758
20455,2009-06-17,-0.05750079366227767
20456,2009-06-18,-0.05536335745284793
20457,2009-06-19,-0.05495055726709297
20458,2009-06-22,-0.059859971903128195
20459,2009-06-23,-0.06257900122185445
20460,2009-06-24,-0.06263721631916408
20461,2009-06-25,-0.059995036669340696
20462,2009-06-26,-0.060796103445162064
20463,2009-06-29,-0.05821140980410511
20464,2009-06-30,-0.05906234020707468
20465,2009-07-01,-0.05667464543892797
20466,2009-07-02,-0.0605772582782359
20467,2009-07-06,-0.06186366330955251
20468,2009-07-07,-0.06655570791935661
20469,2009-07-08,-0.0688827401911376
20470,2009-07-09,-0.06919196435230268
20471,2009-07-10,-0.07071198272418311
20472,2009-07-13,-0.06702510690951868
20473,2009-07-14,-0.06703724627764152
20474,2009-07-15,-0.06286085276915732
20475,2009-07-16,-0.06252711099624109
20476,2009-07-17,-0.06215137365192536
20477,2009-07-20,-0.06003480600559152
20478,2009-07-21,-0.05996818799537673
20479,2009-07-22,-0.06113227355232187
20480,2009-07-23,-0.058822514855703
20481,2009-07-24,-0.05731376382198905
20482,2009-07-27,-0.05391345668842962
20483,2009-07-28,-0.05446518046388704
20484,2009-07-29,-0.05324680261783177
20485,2009-07-30,-0.05118365613113196
20486,2009-07-31,-0.050128167586177
20487,2009-08-03,-0.04953310857946258
20488,2009-08-04,-0.049353600879559645
20489,2009-08-05,-0.047271238699534535
20490,2009-08-06,-0.046757016762209
20491,2009-08-07,-0.04480615225609008
20492,2009-08-10,-0.04463385902997519
20493,2009-08-11,-0.04459869743927425
20494,2009-08-12,-0.04386832341286917
20495,2009-08-13,-0.04147402040447479
20496,2009-08-14,-0.04236868781718017
20497,2009-08-17,-0.04395949303265778
20498,2009-08-18,-0.04474609034041099
20499,2009-08-19,-0.04337148248781775
20500,2009-08-20,-0.0449805469481831
20501,2009-08-21,-0.04269994926208154
20502,2009-08-24,-0.04414628041694646
20503,2009-08-25,-0.04262735360947645
20504,2009-08-26,-0.04162459221359105
20505,2009-08-27,-0.042579969947455276
20506,2009-08-28,-0.04527819535335198
20507,2009-08-31,-0.046704091670932146
20508,2009-09-01,-0.05157437512867835
20509,2009-09-02,-0.05003457668941669
20510,2009-09-03,-0.047443536147391385
20511,2009-09-04,-0.04311701759876174
20512,2009-09-08,-0.04148672928974739
20513,2009-09-09,-0.04150211329081033
20514,2009-09-10,-0.038778618857881364
20515,2009-09-11,-0.042957344520493046
20516,2009-09-14,-0.04135865871365141
20517,2009-09-15,-0.040249806393008236
20518,2009-09-16,-0.03845577068626127
20519,2009-09-17,-0.03926993747422658
