,mean_ret,std_error_ret,tstat_ret,mean_ct,std_error_ct,tstat_ct,mean_chg,std_error_chg,tstat_chg
quick,-0.0555197916435848,0.008301784473973034,-6.687693690151217,-0.013864931077177643,0.001788458101586912,-7.752449478618027,-0.004914515319954686,0.002464757258371069,-1.9939145338809694
rd,0.5438597790342323,0.2757563093364203,1.9722478167153308,-0.11676764083592236,0.008833655599276447,-13.218495958285565,0.2870614868758724,0.020902102650158256,13.73361769772473
rd_mve,-29.030224586436177,4.761107166810893,-6.097368441694064,-0.41823041169101766,0.06951780402606902,-6.016162586697678,4.453508750159071,0.29978060202181434,14.855893677320054
roic,1.8887095098131346,0.12361811862845587,15.278581576619864,0.17073573012655976,0.044656429499802745,3.8233179866588736,-1.007090418016342,0.04821358254932351,-20.8881058980852
secured,-13.749970648350722,2.0686434530761653,-6.64685382485991,-0.31379543022015854,0.04006211810387925,-7.832721909672904,0.3550378750254048,0.027124447180253478,13.089220682214359
sp,-0.8642105296814377,0.13423240634436073,-6.438166112171052,-0.015911066298281873,0.003959931488069465,-4.018015550576809,0.07229306331876345,0.0049445815775904425,14.620663484733683
tang,-14.706894920490736,2.4129401763973415,-6.095010172381885,-0.7743376926513912,0.15120138569268823,-5.121234101817074,-0.5188757489299463,0.09148173829669745,-5.671905219456002
tb,0.5918088351708837,0.07835938980236326,7.5524941766843,0.01732311871582285,0.0026185893211942163,6.615439303755575,-0.06946987860288793,0.0051024008262042396,-13.615135495846124
cash,-6.806278485979684,1.0367992907476387,-6.5647021045622616,-0.1404328823215358,0.01863378485684276,-7.536465801254842,-0.030168408826950596,0.08056329227613153,-0.37446842072377157
chtx,28.262198520886677,7.104240709953964,3.978215220282115,-3.22135647974779,1.805580803571519,-1.7841109483307553,-5.793420456464456,1.2910226995929857,-4.4874659897854
cinvest,-0.028914375942697388,0.014963726006978557,-1.9322978734850356,-0.008518303657471037,0.015591243646483479,-0.5463517760747902,0.03672569705315195,0.031030920149199042,1.1835194340539044
nincr,0.5458360786933301,0.13123535007040105,4.159215321180741,0.011085495430786574,0.006104949203289861,1.8158210759252142,-0.04187442778167014,0.0058567385445712486,-7.149786090499899
roaq,57.64229759206182,7.7802430396417686,7.4088042363668745,0.8849207575940548,0.2881805284236178,3.0707166873302576,-10.250929285808015,0.44708659518172844,-22.928285921078203
roavol,-44.339720088820464,5.498003686544394,-8.064694499448192,-4.865199043196659,0.4385505458375576,-11.093815956618979,26.774809617377244,5.98443079043211,4.474077912336246
roeq,16.73639065588224,2.151880504629411,7.777565073839693,0.9222455071194133,0.24587852588172313,3.7508176194412695,-3.7707300022416037,0.2020946327055836,-18.658239220706548
rsup,1.150192667468719,0.5728858164118845,2.007717130566506,0.40492077634470786,0.06516135247959853,6.214124798460638,-0.49151701351411337,0.15603062733445855,-3.150131624226088
ms,1.907427277581148,0.2960048910864411,6.443904594212025,0.016020502505929107,0.0025627761832739955,6.251229666674446,-0.12870866819460366,0.007928200708700421,-16.23428479217971
ill,-143362.20814027783,18957.893212655188,-7.562138183402022,-33991.67334742647,9256.917664088034,-3.672029349390917,35581.7208161231,7951.759661892118,4.474697718373501
std_turn,-0.06616069877528134,0.01237951918961121,-5.344367399244621,0.0170816794750046,0.0034400750930245584,4.965496104908038,0.027346337567584592,0.0035615615565389963,7.6781875403436315
